bridge_id,bridge_type,material,year_built,age_years,design_life_years,location,corrosion_environment,corrosion_rate_mm_yr,condition_rating,structurally_deficient,adt,deck_area_sqft,tensile_strength_MPa,yield_strength_MPa,paris_C,paris_m,original_thickness_mm,remaining_thickness_mm,fatigue_cycles_millions,replacement_cost_M,loan_outstanding_M,last_inspection_date,insurance_premium_K_yr
BR-04043,Pedestrian,Reinforced Concrete,1951,73,100,Coastal Florida,Severe,0.0767,5,0,5827,830.0,25,20,0.0,0.0,56.0,50.4,15.5,0.31,0.14,2020-04-02,6.0
BR-04044,Highway,Steel (A36),1989,35,60,Coastal Texas,Severe,0.0543,7,0,36337,2541.0,450,250,6.9e-12,3.0,22.6,20.7,464.2,0.9,0.67,2022-08-12,17.4
BR-04045,Interstate,Steel (A36),1996,28,75,Rural Mountain,Mild,0.0178,8,0,67048,4158.0,450,250,6.9e-12,3.0,17.0,16.5,685.2,0.74,0.34,2020-10-19,15.8
BR-04046,Highway,Steel (A36),1970,54,60,Urban Northeast,Moderate,0.0516,6,0,10283,410.0,450,250,6.9e-12,3.0,22.5,19.7,202.7,0.16,0.08,2023-12-15,3.5
BR-04047,Local Road,Prestressed Concrete,1975,49,75,Urban Northeast,Moderate,0.0472,6,0,744,5874.0,35,28,0.0,0.0,53.8,51.5,13.3,2.03,1.04,2021-06-13,17.0
BR-04048,Interstate,Steel (A514 HY),1971,53,100,Coastal Florida,Severe,0.128,4,1,34563,402.0,760,690,4.5e-12,3.2,12.5,5.7,668.6,0.15,0.05,2020-05-14,1.9
BR-04049,Pedestrian,Reinforced Concrete,1984,40,75,Rural Midwest,Mild,0.0171,8,0,10466,525.0,25,20,0.0,0.0,41.4,40.7,15.3,0.1,0.05,2021-01-26,1.0
BR-04050,Interstate,Steel (A588 Weathering),1961,63,75,Urban Midwest,Moderate,0.0301,7,0,36855,1013.0,485,345,5.2e-12,2.8,13.3,11.4,847.5,0.22,0.14,2021-08-15,5.1
BR-04051,Highway,Reinforced Concrete,1978,46,60,Coastal California,Moderate,0.0436,7,0,18737,1076.0,25,20,0.0,0.0,58.8,56.8,314.6,0.41,0.3,2023-09-04,5.7
BR-04052,Pedestrian,Composite Steel-Concrete,1998,26,75,Rural South,Mild,0.0253,9,0,14696,7218.0,400,230,6.5e-12,3.0,52.6,52.0,13.9,1.64,1.2,2021-04-17,31.3
BR-04053,Highway,Reinforced Concrete,1983,41,75,Rural South,Mild,0.0283,8,0,17075,1381.0,25,20,0.0,0.0,53.9,52.7,255.5,0.55,0.41,2023-07-03,13.6
BR-04054,Interstate,Reinforced Concrete,1992,32,75,Coastal California,Moderate,0.0422,8,0,27185,987.0,25,20,0.0,0.0,56.9,55.6,317.5,0.19,0.09,2023-02-13,3.3
BR-04055,Local Road,Steel (A36),1962,62,60,Rural Mountain,Mild,0.0244,8,0,5709,1293.0,450,250,6.9e-12,3.0,12.3,10.8,129.2,0.25,0.08,2020-12-23,3.6
BR-04056,Railroad,Reinforced Concrete,1987,37,75,Urban Midwest,Moderate,0.0365,9,0,71,3290.0,25,20,0.0,0.0,66.6,65.3,47.9,0.92,0.3,2022-02-22,20.0
BR-04057,Highway,Steel (A36),1983,41,100,Coastal California,Moderate,0.0485,7,0,19658,553.0,450,250,6.9e-12,3.0,19.9,17.9,294.2,0.19,0.13,2020-11-09,4.2
BR-04058,Highway,Prestressed Concrete,1995,29,60,Urban Midwest,Moderate,0.0285,9,0,32756,2357.0,35,28,0.0,0.0,65.7,64.9,346.7,0.54,0.27,2021-11-17,10.2
BR-04059,Highway,Steel (A588 Weathering),1975,49,60,Coastal Texas,Severe,0.0492,7,0,15475,3325.0,485,345,5.2e-12,2.8,22.5,20.1,276.8,0.96,0.7,2023-07-14,11.1
BR-04060,Pedestrian,Reinforced Concrete,1967,57,75,Coastal Florida,Severe,0.052,6,0,11625,1075.0,25,20,0.0,0.0,63.7,60.7,24.2,0.17,0.11,2023-12-04,3.6
BR-04061,Railroad,Prestressed Concrete,1980,44,75,Coastal California,Moderate,0.0372,8,0,101,1204.0,35,28,0.0,0.0,54.6,52.9,81.1,0.29,0.17,2022-05-27,4.3
BR-04062,Highway,Timber,1968,56,75,Pacific Northwest,Mild,0.0345,8,0,19822,1189.0,8,5,0.0,0.0,18.6,16.7,405.2,0.41,0.26,2022-06-05,10.2
BR-04063,Interstate,Prestressed Concrete,1977,47,75,Industrial Ohio,Moderate,0.0225,8,0,45964,3749.0,35,28,0.0,0.0,58.9,57.9,788.5,1.35,0.61,2020-04-10,16.9
BR-04064,Highway,Steel (A588 Weathering),1970,54,60,Urban Midwest,Moderate,0.0352,8,0,9257,2391.0,485,345,5.2e-12,2.8,22.3,20.4,182.5,0.87,0.5,2023-06-21,10.4
BR-04065,Highway,Prestressed Concrete,1982,42,100,Coastal Florida,Severe,0.0346,8,0,23313,994.0,35,28,0.0,0.0,49.3,47.9,357.4,0.25,0.13,2023-12-04,2.8
BR-04066,Interstate,FRP Composite,1968,56,100,Coastal California,Moderate,0.0357,7,0,22489,4305.0,600,500,0.0,0.0,34.1,32.1,459.7,1.62,0.71,2022-09-08,16.3
BR-04067,Local Road,Reinforced Concrete,2009,15,60,Industrial New Jersey,Moderate,0.035,8,0,6334,729.0,25,20,0.0,0.0,64.0,63.4,34.7,0.19,0.08,2023-03-19,3.5
BR-04068,Local Road,Prestressed Concrete,1987,37,75,Urban Northeast,Moderate,0.0223,8,0,4529,3012.0,35,28,0.0,0.0,57.4,56.5,61.2,1.15,0.43,2020-02-06,19.0
BR-04069,Local Road,Steel (A588 Weathering),1964,60,75,Coastal Texas,Severe,0.0325,7,0,767,789.0,485,345,5.2e-12,2.8,16.4,14.4,16.8,0.15,0.06,2023-09-11,2.4
BR-04070,Railroad,Prestressed Concrete,1976,48,75,Urban Northeast,Moderate,0.032,8,0,70,820.0,35,28,0.0,0.0,61.6,60.1,61.3,0.28,0.12,2023-04-15,3.6
BR-04071,Interstate,Prestressed Concrete,1999,25,75,Rural Mountain,Mild,0.0154,9,0,17515,628.0,35,28,0.0,0.0,63.0,62.6,159.8,0.14,0.09,2020-10-24,3.3
BR-04072,Highway,Aluminium Alloy,1982,42,75,Rural Midwest,Mild,0.0132,9,0,33696,2319.0,310,275,5e-12,3.1,15.5,15.0,516.6,0.68,0.26,2023-02-05,8.4
BR-04073,Interstate,Steel (A36),1962,62,75,Coastal Texas,Severe,0.128,4,1,89083,760.0,450,250,6.9e-12,3.0,20.9,12.9,2015.9,0.2,0.14,2023-09-12,3.5
BR-04074,Interstate,Steel (A36),1945,79,100,Coastal California,Moderate,0.0486,7,0,12716,1071.0,450,250,6.9e-12,3.0,23.1,19.2,366.7,0.37,0.16,2020-06-18,3.5
BR-04075,Interstate,Composite Steel-Concrete,2009,15,50,Rural South,Mild,0.0553,8,0,32979,2087.0,400,230,6.5e-12,3.0,50.5,49.7,180.6,0.7,0.53,2021-11-17,16.6
BR-04076,Interstate,Prestressed Concrete,1981,43,75,Desert Southwest,Mild,0.014,8,0,12991,3064.0,35,28,0.0,0.0,54.2,53.6,203.9,0.95,0.53,2023-02-13,19.6
BR-04077,Interstate,Steel (A36),1989,35,75,Coastal Texas,Severe,0.1345,5,0,35752,1273.0,450,250,6.9e-12,3.0,15.7,10.9,456.7,0.37,0.26,2022-07-16,4.3
BR-04078,Local Road,Reinforced Concrete,1993,31,75,Urban Northeast,Moderate,0.0421,8,0,7250,4115.0,25,20,0.0,0.0,48.1,46.8,82.0,0.88,0.63,2022-04-14,17.1
BR-04079,Highway,Composite Steel-Concrete,1980,44,50,Industrial Ohio,Moderate,0.0409,7,0,18564,3868.0,400,230,6.5e-12,3.0,57.9,56.1,298.1,0.67,0.26,2021-09-27,14.5
BR-04080,Highway,Composite Steel-Concrete,1995,29,75,Industrial Ohio,Moderate,0.0367,8,0,48698,1265.0,400,230,6.5e-12,3.0,68.3,67.3,515.5,0.32,0.16,2021-11-16,4.6
BR-04081,Interstate,Steel (A588 Weathering),1957,67,60,Industrial Michigan,Moderate,0.0233,8,0,9110,1416.0,485,345,5.2e-12,2.8,21.8,20.2,222.8,0.56,0.42,2021-11-06,5.1
BR-04082,Highway,Composite Steel-Concrete,1979,45,50,Desert Southwest,Mild,0.0124,8,0,23262,1071.0,400,230,6.5e-12,3.0,51.2,50.6,382.1,0.32,0.14,2022-03-13,4.6
BR-04083,Highway,Steel (A514 HY),2019,5,60,Coastal Florida,Severe,0.1268,9,0,19144,3825.0,760,690,4.5e-12,3.2,23.6,23.0,34.9,0.59,0.2,2021-01-24,14.5
BR-04084,Highway,Steel (A36),1983,41,50,Desert Southwest,Mild,0.0153,8,0,2944,440.0,450,250,6.9e-12,3.0,10.5,9.9,44.1,0.17,0.12,2020-11-14,3.3
BR-04085,Interstate,Reinforced Concrete,2001,23,50,Coastal Texas,Severe,0.0323,8,0,39967,687.0,25,20,0.0,0.0,48.0,47.3,335.5,0.27,0.11,2023-11-06,4.5
BR-04086,Railroad,Steel (A36),1974,50,75,Industrial Michigan,Moderate,0.0505,7,0,83,3770.0,450,250,6.9e-12,3.0,22.9,20.4,75.7,0.94,0.35,2021-01-07,9.2
BR-04087,Interstate,Prestressed Concrete,1957,67,75,Desert Southwest,Mild,0.0086,8,0,23851,1938.0,35,28,0.0,0.0,55.0,54.4,583.3,0.41,0.23,2023-10-24,7.4
BR-04088,Interstate,Steel (A588 Weathering),1970,54,75,Coastal Florida,Severe,0.0358,7,0,4650,1927.0,485,345,5.2e-12,2.8,18.2,16.2,91.7,0.39,0.31,2021-01-09,9.3
BR-04089,Local Road,Prestressed Concrete,1972,52,60,Urban Midwest,Moderate,0.0252,8,0,8972,4723.0,35,28,0.0,0.0,59.8,58.5,170.3,1.4,0.52,2021-04-19,20.9
BR-04090,Interstate,Steel (A36),1991,33,100,Coastal Florida,Severe,0.1215,5,0,42411,1461.0,450,250,6.9e-12,3.0,20.1,16.0,510.8,0.33,0.12,2020-10-15,4.1
BR-04091,Railroad,Steel (A36),1985,39,50,Rural Mountain,Mild,0.0138,9,0,85,2388.0,450,250,6.9e-12,3.0,10.9,10.4,60.5,0.93,0.33,2022-09-09,9.1
BR-04092,Highway,Reinforced Concrete,1970,54,100,Coastal Texas,Severe,0.0391,7,0,57058,1155.0,25,20,0.0,0.0,61.5,59.4,1124.6,0.41,0.23,2020-06-07,5.9
BR-04093,Highway,Reinforced Concrete,1950,74,75,Coastal Texas,Severe,0.0643,5,0,84054,1350.0,25,20,0.0,0.0,52.3,47.6,2270.3,0.28,0.17,2021-03-22,4.0
BR-04094,Interstate,Steel (A36),2005,19,60,Coastal Carolina,Severe,0.1168,7,0,7901,4720.0,450,250,6.9e-12,3.0,23.2,21.0,54.8,1.22,0.46,2023-10-03,15.0
BR-04095,Interstate,Steel (A588 Weathering),1966,58,75,Urban West,Mild,0.0194,8,0,17199,2614.0,485,345,5.2e-12,2.8,22.9,21.8,364.1,0.7,0.54,2022-03-04,8.9
BR-04096,Interstate,Prestressed Concrete,1976,48,60,Urban Northeast,Moderate,0.0464,7,0,17833,922.0,35,28,0.0,0.0,51.6,49.4,312.4,0.17,0.1,2020-10-01,3.9
BR-04097,Interstate,Steel (A514 HY),1987,37,60,Rural Midwest,Mild,0.0327,9,0,24872,4072.0,760,690,4.5e-12,3.2,13.3,12.1,335.9,1.32,0.84,2022-01-04,20.6
BR-04098,Pedestrian,Timber,1967,57,75,Rural South,Mild,0.0376,8,0,4592,719.0,8,5,0.0,0.0,27.6,25.5,9.6,0.27,0.2,2022-05-03,3.7
BR-04099,Highway,Steel (A514 HY),1960,64,75,Urban Midwest,Moderate,0.0581,7,0,47764,2598.0,760,690,4.5e-12,3.2,13.3,9.6,1115.8,0.93,0.35,2021-02-03,13.7
BR-04100,Highway,Steel (A36),1981,43,75,Coastal Texas,Severe,0.1221,5,0,11682,3151.0,450,250,6.9e-12,3.0,10.7,5.4,183.3,0.52,0.25,2023-12-17,6.5
BR-04101,Interstate,Composite Steel-Concrete,2004,20,50,Urban Northeast,Moderate,0.0459,9,0,23471,2348.0,400,230,6.5e-12,3.0,61.4,60.5,171.3,0.76,0.46,2023-04-28,14.1
BR-04102,Local Road,Cast Iron,1979,45,50,Rural South,Mild,0.0157,9,0,3276,2348.0,200,130,1.2e-11,3.8,14.1,13.4,53.8,0.72,0.43,2022-04-28,11.0
BR-04103,Highway,Composite Steel-Concrete,1986,38,100,Coastal Carolina,Severe,0.0903,7,0,58170,1736.0,400,230,6.5e-12,3.0,59.8,56.4,806.8,0.54,0.25,2021-07-17,6.5
BR-04104,Pedestrian,Reinforced Concrete,1934,90,75,Coastal Florida,Severe,0.0457,6,0,12277,2157.0,25,20,0.0,0.0,51.1,47.0,40.3,0.36,0.14,2023-11-14,7.7
BR-04105,Interstate,Steel (A36),1934,90,75,Rural Midwest,Mild,0.0342,6,0,5027,8425.0,450,250,6.9e-12,3.0,12.7,9.6,165.1,1.63,1.25,2023-03-07,27.9
BR-04106,Interstate,Steel (A588 Weathering),1994,30,75,Rural Midwest,Mild,0.0168,9,0,71859,33895.0,485,345,5.2e-12,2.8,16.6,16.1,786.9,10.89,4.56,2020-12-12,133.9
BR-04107,Highway,Composite Steel-Concrete,1976,48,50,Coastal California,Moderate,0.0656,6,0,16691,1211.0,400,230,6.5e-12,3.0,53.7,50.6,292.4,0.34,0.22,2021-06-14,6.7
BR-04108,Railroad,Steel (A36),1957,67,75,Rural Midwest,Mild,0.0243,8,0,87,2234.0,450,250,6.9e-12,3.0,22.2,20.6,106.4,0.41,0.24,2022-12-15,7.6
BR-04109,Interstate,Prestressed Concrete,1984,40,75,Urban West,Mild,0.0275,9,0,6235,2089.0,35,28,0.0,0.0,62.7,61.6,91.0,0.64,0.49,2022-07-11,5.4
BR-04110,Highway,Steel (A36),1940,84,100,Urban Midwest,Moderate,0.0417,6,0,21020,5010.0,450,250,6.9e-12,3.0,22.9,19.4,644.5,1.28,0.71,2020-12-04,17.6
BR-04111,Pedestrian,Steel (A588 Weathering),1986,38,60,Industrial Ohio,Moderate,0.0184,8,0,6918,814.0,485,345,5.2e-12,2.8,20.3,19.6,9.6,0.29,0.11,2021-04-01,3.0
BR-04112,Pedestrian,Steel (A36),2005,19,100,Rural South,Mild,0.0406,8,0,1867,1836.0,450,250,6.9e-12,3.0,15.2,14.4,1.3,0.46,0.16,2022-03-08,11.1
BR-04113,Pedestrian,Steel (A36),1973,51,100,Rural Midwest,Mild,0.0211,8,0,11489,1518.0,450,250,6.9e-12,3.0,10.5,9.4,21.4,0.32,0.22,2021-08-20,3.7
BR-04114,Highway,Reinforced Concrete,1999,25,75,Industrial Michigan,Moderate,0.0441,8,0,14730,2505.0,25,20,0.0,0.0,58.5,57.4,134.4,0.69,0.26,2021-07-03,5.8
BR-04115,Railroad,Steel (A36),1999,25,100,Industrial New Jersey,Moderate,0.0794,8,0,112,3124.0,450,250,6.9e-12,3.0,17.4,15.5,51.1,0.48,0.17,2021-09-12,7.3
BR-04116,Interstate,Steel (A36),1952,72,75,Rural Mountain,Mild,0.0175,8,0,14851,2043.0,450,250,6.9e-12,3.0,16.0,14.8,390.3,0.53,0.22,2022-12-01,11.8
BR-04117,Highway,Steel (A514 HY),2003,21,60,Coastal California,Moderate,0.0694,8,0,50049,3394.0,760,690,4.5e-12,3.2,11.4,10.0,383.6,0.81,0.42,2022-02-03,17.7
BR-04118,Interstate,Steel (A36),1999,25,60,Coastal California,Moderate,0.0987,6,0,1130,706.0,450,250,6.9e-12,3.0,21.1,18.7,10.3,0.2,0.14,2022-12-25,2.3
BR-04119,Highway,Cast Iron,1955,69,75,Urban Northeast,Moderate,0.0337,7,0,22415,573.0,200,130,1.2e-11,3.8,20.8,18.4,564.5,0.13,0.1,2021-06-03,2.7
BR-04120,Railroad,Prestressed Concrete,1966,58,75,Urban Midwest,Moderate,0.0325,8,0,33,1383.0,35,28,0.0,0.0,52.5,50.6,34.9,0.42,0.19,2021-09-24,7.4
BR-04121,Pedestrian,FRP Composite,1972,52,75,Rural Midwest,Mild,0.0152,9,0,1462,1501.0,600,500,0.0,0.0,17.5,16.7,2.8,0.58,0.37,2022-08-11,14.3
BR-04122,Railroad,Prestressed Concrete,1974,50,100,Desert Southwest,Mild,0.0079,8,0,64,1725.0,35,28,0.0,0.0,56.0,55.7,58.4,0.59,0.32,2022-12-18,7.9
BR-04123,Interstate,Reinforced Concrete,1959,65,75,Coastal California,Moderate,0.0447,6,0,17364,1330.0,25,20,0.0,0.0,44.1,41.2,412.0,0.44,0.35,2022-09-25,8.7
BR-04124,Pedestrian,Reinforced Concrete,1966,58,60,Industrial Michigan,Moderate,0.0429,7,0,11435,1723.0,25,20,0.0,0.0,54.7,52.2,24.2,0.66,0.36,2023-11-27,7.2
BR-04125,Interstate,Steel (A36),2003,21,50,Rural Midwest,Mild,0.0236,9,0,41017,4242.0,450,250,6.9e-12,3.0,21.0,20.5,314.4,0.71,0.53,2021-05-26,6.3
BR-04126,Pedestrian,Stainless Steel 316L,2023,1,100,Rural Mountain,Mild,0.0039,9,0,10415,2230.0,515,205,3.1e-12,3.2,10.3,10.3,0.4,0.53,0.27,2023-04-25,6.1
BR-04127,Highway,Steel (A36),1979,45,75,Rural South,Mild,0.0592,7,0,13370,2502.0,450,250,6.9e-12,3.0,23.5,20.8,219.6,0.97,0.48,2020-06-08,18.9
BR-04128,Interstate,FRP Composite,1942,82,75,Coastal Texas,Severe,0.0235,8,0,21840,3839.0,600,500,0.0,0.0,30.9,28.9,653.7,1.29,0.67,2021-10-25,24.1
BR-04129,Interstate,Prestressed Concrete,1968,56,60,Coastal Carolina,Severe,0.0437,7,0,19236,707.0,35,28,0.0,0.0,43.7,41.2,393.2,0.22,0.07,2022-10-23,3.7
BR-04130,Pedestrian,Prestressed Concrete,1987,37,75,Urban Northeast,Moderate,0.0402,8,0,3006,2557.0,35,28,0.0,0.0,58.8,57.3,4.1,0.98,0.35,2021-08-12,20.9
BR-04131,Highway,Timber,1955,69,75,Coastal Carolina,Severe,0.0518,6,0,68179,2299.0,8,5,0.0,0.0,25.2,21.7,1717.1,0.37,0.27,2022-04-27,8.7
BR-04132,Highway,Prestressed Concrete,1987,37,75,Coastal Florida,Severe,0.062,7,0,14648,1223.0,35,28,0.0,0.0,56.4,54.1,197.8,0.48,0.22,2020-08-23,6.2
BR-04133,Highway,Prestressed Concrete,2004,20,75,Pacific Northwest,Mild,0.017,9,0,51084,1708.0,35,28,0.0,0.0,41.2,40.9,372.9,0.61,0.32,2023-05-28,13.4
BR-04134,Local Road,Cast Iron,1996,28,50,Industrial Michigan,Moderate,0.015,9,0,2538,2388.0,200,130,1.2e-11,3.8,15.3,14.9,25.9,0.78,0.58,2022-01-23,18.6
BR-04135,Interstate,FRP Composite,1981,43,100,Coastal Texas,Severe,0.0289,8,0,72408,1232.0,600,500,0.0,0.0,23.6,22.4,1136.4,0.22,0.16,2020-07-08,2.2
BR-04136,Highway,Steel (A588 Weathering),1987,37,75,Industrial New Jersey,Moderate,0.0226,7,0,20780,6702.0,485,345,5.2e-12,2.8,20.2,19.3,280.6,2.24,1.63,2023-02-11,55.2
BR-04137,Interstate,Steel (A36),1981,43,100,Coastal California,Moderate,0.0799,7,0,12367,371.0,450,250,6.9e-12,3.0,22.2,18.8,194.1,0.12,0.09,2022-06-10,1.7
BR-04138,Railroad,Steel (A36),1959,65,60,Desert Southwest,Mild,0.0291,7,0,49,1678.0,450,250,6.9e-12,3.0,18.3,16.4,58.1,0.43,0.19,2023-03-13,10.5
BR-04139,Interstate,Prestressed Concrete,1985,39,60,Industrial Ohio,Moderate,0.0376,7,0,43321,1398.0,35,28,0.0,0.0,52.5,51.0,616.7,0.51,0.32,2021-03-27,10.0
BR-04140,Interstate,Composite Steel-Concrete,1987,37,75,Pacific Northwest,Mild,0.0567,8,0,7515,1602.0,400,230,6.5e-12,3.0,57.8,55.7,101.5,0.6,0.29,2021-01-24,5.9
BR-04141,Interstate,Stainless Steel 316L,1975,49,60,Rural Midwest,Mild,0.0059,9,0,23169,2244.0,515,205,3.1e-12,3.2,17.9,17.6,414.4,0.62,0.43,2022-05-23,12.0
BR-04142,Local Road,Prestressed Concrete,1942,82,75,Coastal Florida,Severe,0.0701,5,0,1330,1468.0,35,28,0.0,0.0,66.5,60.8,39.8,0.56,0.19,2021-05-26,9.8
BR-04143,Railroad,Steel (A36),1995,29,60,Industrial Michigan,Moderate,0.0486,7,0,7,944.0,450,250,6.9e-12,3.0,11.3,9.9,3.7,0.3,0.24,2023-06-22,7.5
BR-04144,Interstate,Steel (A36),1966,58,100,Rural Mountain,Mild,0.0246,7,0,5013,1673.0,450,250,6.9e-12,3.0,10.6,9.2,106.1,0.51,0.2,2023-09-07,5.6
BR-04145,Interstate,Composite Steel-Concrete,1998,26,100,Urban Northeast,Moderate,0.0778,7,0,15079,6942.0,400,230,6.5e-12,3.0,42.4,40.4,143.1,1.18,0.77,2023-09-07,17.1
BR-04146,Interstate,Prestressed Concrete,1976,48,75,Urban West,Mild,0.0297,8,0,10753,16037.0,35,28,0.0,0.0,41.5,40.1,188.4,4.43,3.44,2020-02-03,65.0
BR-04147,Local Road,Steel (A514 HY),1961,63,100,Pacific Northwest,Mild,0.032,7,0,4263,3899.0,760,690,4.5e-12,3.2,16.4,14.4,98.0,0.63,0.41,2023-06-26,6.6
BR-04148,Pedestrian,Prestressed Concrete,1990,34,50,Rural Midwest,Mild,0.0224,8,0,6693,3553.0,35,28,0.0,0.0,43.5,42.7,8.3,1.26,0.79,2022-08-18,14.9
BR-04149,Interstate,Stainless Steel 316L,1986,38,100,Coastal Texas,Severe,0.0092,9,0,22392,10593.0,515,205,3.1e-12,3.2,13.9,13.6,310.6,3.14,2.47,2023-11-20,69.2
BR-04150,Highway,Steel (A514 HY),1948,76,75,Industrial Ohio,Moderate,0.073,5,0,25746,4609.0,760,690,4.5e-12,3.2,17.9,12.3,714.2,1.37,0.45,2020-09-15,18.2
BR-04151,Highway,Reinforced Concrete,2004,20,75,Coastal Texas,Severe,0.0718,7,0,59993,2397.0,25,20,0.0,0.0,45.3,43.9,437.9,0.73,0.23,2021-08-05,11.0
BR-04152,Interstate,Steel (A36),1948,76,100,Rural South,Mild,0.031,6,0,19379,1662.0,450,250,6.9e-12,3.0,10.0,7.7,537.6,0.33,0.21,2020-09-08,4.5
BR-04153,Local Road,Composite Steel-Concrete,2023,1,100,Pacific Northwest,Mild,0.045,9,0,9459,1037.0,400,230,6.5e-12,3.0,56.6,56.6,3.5,0.38,0.29,2023-01-18,3.1
BR-04154,Interstate,Steel (A36),1985,39,50,Industrial New Jersey,Moderate,0.0865,6,0,19307,5735.0,450,250,6.9e-12,3.0,16.8,13.4,274.8,1.69,0.79,2020-05-01,13.9
BR-04155,Highway,Prestressed Concrete,1967,57,100,Urban Midwest,Moderate,0.0171,8,0,33870,3372.0,35,28,0.0,0.0,41.7,40.7,704.7,0.76,0.32,2020-01-25,18.7
BR-04156,Highway,Steel (A514 HY),1959,65,60,Rural South,Mild,0.0499,6,0,23153,1186.0,760,690,4.5e-12,3.2,24.5,21.2,549.3,0.26,0.11,2022-10-27,2.3
BR-04157,Highway,Prestressed Concrete,1998,26,75,Rural Midwest,Mild,0.0124,9,0,2476,3656.0,35,28,0.0,0.0,43.1,42.7,23.5,1.27,0.63,2023-07-15,20.2
BR-04158,Highway,Reinforced Concrete,1979,45,60,Industrial Michigan,Moderate,0.043,7,0,49573,461.0,25,20,0.0,0.0,64.1,62.2,814.2,0.13,0.08,2021-06-15,1.9
BR-04159,Local Road,Reinforced Concrete,1980,44,60,Urban West,Mild,0.0276,8,0,625,1015.0,25,20,0.0,0.0,54.9,53.7,10.0,0.21,0.15,2020-07-25,1.8
BR-04160,Highway,Reinforced Concrete,1982,42,75,Desert Southwest,Mild,0.0086,8,0,9250,396.0,25,20,0.0,0.0,52.2,51.9,141.8,0.08,0.04,2021-09-10,1.7
BR-04161,Railroad,Steel (A514 HY),1985,39,60,Pacific Northwest,Mild,0.049,8,0,87,6448.0,760,690,4.5e-12,3.2,12.3,10.4,61.9,1.52,0.88,2021-07-03,19.0
BR-04162,Highway,Steel (A36),1998,26,50,Urban Northeast,Moderate,0.0406,8,0,44120,862.0,450,250,6.9e-12,3.0,16.2,15.2,418.7,0.34,0.14,2020-01-12,3.0
BR-04163,Highway,Reinforced Concrete,2012,12,75,Industrial Ohio,Moderate,0.0212,9,0,21011,1007.0,25,20,0.0,0.0,62.4,62.1,92.0,0.38,0.27,2020-10-09,5.6
BR-04164,Interstate,Prestressed Concrete,1981,43,60,Industrial Ohio,Moderate,0.0305,8,0,8777,8039.0,35,28,0.0,0.0,55.3,54.0,137.8,2.98,1.96,2020-06-10,35.7
BR-04165,Railroad,Steel (A36),1961,63,100,Urban Midwest,Moderate,0.0386,7,0,102,793.0,450,250,6.9e-12,3.0,11.3,8.9,117.3,0.15,0.07,2023-03-03,3.6
BR-04166,Pedestrian,Steel (A588 Weathering),1989,35,50,Desert Southwest,Mild,0.0141,9,0,9446,2816.0,485,345,5.2e-12,2.8,15.2,14.7,12.1,0.88,0.51,2021-04-12,9.4
BR-04167,Local Road,Steel (A588 Weathering),1975,49,60,Rural Midwest,Mild,0.021,7,0,3309,1145.0,485,345,5.2e-12,2.8,21.5,20.5,59.2,0.29,0.19,2020-02-25,3.0
BR-04168,Interstate,Composite Steel-Concrete,1977,47,75,Pacific Northwest,Mild,0.046,7,0,7402,12099.0,400,230,6.5e-12,3.0,46.0,43.8,127.0,4.57,2.18,2022-07-20,57.3
BR-04169,Interstate,Reinforced Concrete,2001,23,75,Rural Mountain,Mild,0.012,9,0,36972,1075.0,25,20,0.0,0.0,62.9,62.6,310.4,0.22,0.08,2021-05-28,4.9
BR-04170,Interstate,Reinforced Concrete,1982,42,60,Rural Mountain,Mild,0.0068,8,0,9204,2215.0,25,20,0.0,0.0,52.8,52.5,141.1,0.59,0.47,2020-05-05,7.9
BR-04171,Interstate,Composite Steel-Concrete,1985,39,75,Coastal Texas,Severe,0.0856,6,0,50342,631.0,400,230,6.5e-12,3.0,46.2,42.8,716.6,0.16,0.1,2021-12-07,2.8
BR-04172,Local Road,Prestressed Concrete,1954,70,100,Coastal Carolina,Severe,0.0483,6,0,1490,2553.0,35,28,0.0,0.0,59.1,55.7,38.1,0.53,0.32,2022-09-19,7.9
BR-04173,Interstate,Steel (A588 Weathering),1999,25,75,Urban Northeast,Moderate,0.0245,9,0,15007,5697.0,485,345,5.2e-12,2.8,19.4,18.8,136.9,1.23,0.59,2022-11-04,28.4
BR-04174,Highway,Steel (A36),1979,45,100,Urban West,Mild,0.0331,7,0,26210,1739.0,450,250,6.9e-12,3.0,19.0,17.5,430.5,0.33,0.22,2021-03-03,7.3
BR-04175,Pedestrian,Reinforced Concrete,1967,57,75,Coastal Florida,Severe,0.0771,5,0,2311,1624.0,25,20,0.0,0.0,67.9,63.5,4.8,0.64,0.35,2020-01-09,13.3
BR-04176,Railroad,Steel (A36),2000,24,60,Coastal Carolina,Severe,0.0728,7,0,92,1193.0,450,250,6.9e-12,3.0,24.9,23.1,40.3,0.26,0.11,2021-10-20,4.5
BR-04177,Highway,Timber,1968,56,100,Desert Southwest,Mild,0.0176,8,0,9685,2296.0,8,5,0.0,0.0,33.2,32.2,198.0,0.49,0.33,2023-04-17,12.1
BR-04178,Interstate,Prestressed Concrete,1973,51,75,Urban Northeast,Moderate,0.029,7,0,11559,304.0,35,28,0.0,0.0,63.7,62.2,215.2,0.09,0.05,2023-12-25,2.1
BR-04179,Interstate,FRP Composite,1970,54,50,Rural Mountain,Mild,0.004,9,0,9714,556.0,600,500,0.0,0.0,34.5,34.3,191.5,0.12,0.09,2020-04-28,2.9
